present_in_dict,word,present_BUS,present_UNESCO,present_book,sum
1,innocent,0,0,1,1
1,ira,1,0,0,1
1,justly,0,0,1,1
1,kashmir,0,0,1,1
1,kindly,0,0,1,1
1,lacey,0,0,1,1
1,laglaize,0,0,1,1
1,largely,0,0,1,1
1,lawless,0,0,1,1
1,lawrence,0,0,1,1
1,leek,0,0,1,1
1,lien,1,0,0,1
1,logical,0,0,1,1
1,lumpy,0,0,1,1
1,mclean,0,0,1,1
1,mich,0,0,1,1
1,mulberry,0,0,1,1
1,mutual,1,0,0,1
1,nepal,0,0,1,1
1,nice,0,0,1,1
1,nighthawk,0,0,1,1
1,nucleus,0,0,1,1
1,oblivion,0,0,1,1
1,officially,0,0,1,1
1,olympus,0,0,1,1
1,parliament,0,0,1,1
1,perpetually,0,0,1,1
1,plough,0,0,1,1
1,portland,0,0,1,1
1,precede,0,0,1,1
1,prior,0,0,1,1
1,proud,0,0,1,1
1,publicity,0,0,1,1
1,punish,0,0,1,1
1,queen,0,0,1,1
1,quest,0,0,1,1
1,rage,0,0,1,1
1,ranch,0,0,1,1
1,regularly,0,0,1,1
1,replace,0,0,1,1
1,reusable,0,1,0,1
1,rhytina,0,0,1,1
1,roam,0,0,1,1
1,rodent,0,0,1,1
1,rough,0,0,1,1
1,rubber,0,0,1,1
1,sable,0,0,1,1
1,salisbury,0,0,1,1
1,santa,0,0,1,1
1,southward,0,0,1,1
1,spite,0,0,1,1
1,spray,0,0,1,1
1,starvation,0,0,1,1
1,station,0,0,1,1
1,superior,0,0,1,1
1,suppression,0,0,1,1
1,swift,0,0,1,1
1,tasmania,0,0,1,1
1,tempt,0,0,1,1
1,they,0,0,1,1
1,throated,0,0,1,1
1,today,0,0,1,1
1,tool,0,1,0,1
1,townsend,0,0,1,1
1,transvaal,0,0,1,1
1,two,0,0,1,1
1,vicious,0,0,1,1
1,whistle,0,0,1,1
1,will,0,0,1,1
1,wisely,0,0,1,1
1,wolverine,0,0,1,1
1,woodland,0,0,1,1
1,zombie,1,0,0,1
1,acclimatise,0,0,1,1
1,accountant,1,0,0,1
1,admit,0,0,1,1
1,advisor,1,0,0,1
1,afraid,0,0,1,1
1,albany,0,0,1,1
1,allowance,1,0,0,1
1,ally,0,0,1,1
1,altogether,0,0,1,1
1,angler,0,0,1,1
1,appetite,0,0,1,1
1,appoint,0,0,1,1
1,askins,0,0,1,1
1,assault,0,0,1,1
1,attract,0,0,1,1
1,avocet,0,0,1,1
1,bald,0,0,1,1
1,bankruptcy,1,0,0,1
1,beard,0,0,1,1
1,beg,0,0,1,1
1,beneficiary,1,0,0,1
1,beta,1,0,0,1
1,blot,0,0,1,1
1,bonus,1,0,0,1
1,boone,0,0,1,1
1,bronx,0,0,1,1
1,buyout,1,0,0,1
1,cage,0,0,1,1
1,calibre,0,0,1,1
1,can,0,0,1,1
1,carl,0,0,1,1
1,carp,0,0,1,1
1,chamois,0,0,1,1
1,cherry,0,0,1,1
1,commend,0,0,1,1
1,companion,0,0,1,1
1,confine,0,0,1,1
1,congratulate,0,0,1,1
1,conscientious,0,0,1,1
1,convertible,1,0,0,1
1,corbin,0,0,1,1
1,cormorant,0,0,1,1
1,covey,0,0,1,1
1,crockett,0,0,1,1
1,cruelty,0,0,1,1
1,cutworms,0,0,1,1
1,dallas,0,0,1,1
1,decent,0,0,1,1
1,deterioration,0,0,1,1
1,detroit,0,0,1,1
1,devise,0,0,1,1
1,difficulty,0,0,1,1
1,diligently,0,0,1,1
1,dill,0,0,1,1
1,distinctly,0,0,1,1
1,ebitda,1,0,0,1
1,ere,0,0,1,1
1,erect,0,0,1,1
1,establishment,0,0,1,1
1,every,0,0,1,1
1,examine,0,0,1,1
1,extremely,0,0,1,1
1,fallow,0,0,1,1
1,fare,0,0,1,1
1,finish,0,0,1,1
1,firmly,0,0,1,1
1,foolish,0,0,1,1
1,founder,0,0,1,1
1,fowler,0,0,1,1
1,ftse,1,0,0,1
1,genius,0,0,1,1
1,glad,0,0,1,1
1,glenn,0,0,1,1
1,globe,0,0,1,1
1,grosbeak,0,0,1,1
1,hardy,0,0,1,1
1,hippopotamus,0,0,1,1
1,horde,0,0,1,1
1,howard,0,0,1,1
1,hyperledger,1,0,0,1
1,ibex,0,0,1,1
1,ignorant,0,0,1,1
1,incredible,0,0,1,1
1,innovative,0,1,0,1
1,integration,1,0,0,1
1,junior,1,0,0,1
1,kalbfus,0,0,1,1
1,keeper,0,0,1,1
1,liquid,1,0,0,1
1,loring,0,0,1,1
1,mainland,0,0,1,1
1,manifest,0,0,1,1
1,memory,0,0,1,1
1,metadata,0,1,0,1
1,mexican,0,0,1,1
1,moult,0,0,1,1
1,n.y,0,0,1,1
1,napier,0,0,1,1
1,nasdaq,1,0,0,1
1,necessarily,0,0,1,1
1,northward,0,0,1,1
1,noxious,0,0,1,1
1,nuthatch,0,0,1,1
1,offshore,1,0,0,1
1,ornament,0,0,1,1
1,oscillator,1,0,0,1
1,outfit,0,0,1,1
1,outing,0,0,1,1
1,pack,0,0,1,1
1,painful,0,0,1,1
1,peat,0,0,1,1
1,permanently,0,0,1,1
1,persist,0,0,1,1
1,petition,0,0,1,1
1,petrel,0,0,1,1
1,phoebe,0,0,1,1
1,piece,0,0,1,1
1,pole,0,0,1,1
1,popular,0,0,1,1
1,potato,0,0,1,1
1,presently,0,0,1,1
1,prompt,0,0,1,1
1,protectionist,0,0,1,1
1,quadruped,0,0,1,1
1,rain,0,0,1,1
1,receivable,1,0,0,1
1,reinsurance,1,0,0,1
1,reply,0,0,1,1
1,reuse,0,1,0,1
1,rice,0,0,1,1
1,roost,0,0,1,1
1,s.n,0,0,1,1
1,sake,0,0,1,1
1,satisfy,0,0,1,1
1,scenery,0,0,1,1
1,schlemmer,0,0,1,1
1,scout,0,0,1,1
1,see,0,0,1,1
1,selfishness,0,0,1,1
1,sentence,0,0,1,1
1,sequoia,0,0,1,1
1,shin,0,0,1,1
1,shipment,0,0,1,1
1,shortly,0,0,1,1
1,silencer,0,0,1,1
1,sold,0,0,1,1
1,stilt,0,0,1,1
1,submit,0,0,1,1
1,suddenly,0,0,1,1
1,suit,0,0,1,1
1,suppress,0,0,1,1
1,swell,0,0,1,1
1,taxidermist,0,0,1,1
1,tendency,0,0,1,1
1,tent,0,0,1,1
1,tenth,0,0,1,1
1,their,0,0,1,1
1,thick,0,0,1,1
1,thin,0,0,1,1
1,trend,1,0,0,1
1,triple,1,0,0,1
1,underwriter,1,0,0,1
1,unnaturalized,0,0,1,1
1,w.l,0,0,1,1
1,w.t,0,0,1,1
1,willow,0,0,1,1
1,years,0,0,1,1
1,zambesi,0,0,1,1
1,a,0,0,1,1
1,abundantly,0,0,1,1
1,abuse,0,0,1,1
1,accrue,1,0,0,1
1,actinomycosis,0,0,1,1
1,admiration,0,0,1,1
1,afflict,0,0,1,1
1,ahead,0,0,1,1
1,aigrette,0,0,1,1
1,albert,0,0,1,1
1,align,0,1,0,1
1,amaze,0,0,1,1
1,ant,0,0,1,1
1,aquarium,0,0,1,1
1,astley,0,0,1,1
1,attach,0,0,1,1
1,attain,0,0,1,1
1,auditor,1,0,0,1
1,austin,0,0,1,1
1,badly,0,0,1,1
1,beach,0,0,1,1
1,beast,0,0,1,1
1,bevvy,0,0,1,1
1,bitcoin,1,0,0,1
1,bold,0,0,1,1
1,borneo,0,0,1,1
1,breech,0,0,1,1
1,brood,0,0,1,1
1,burnham,0,0,1,1
1,c.h,0,0,1,1
1,cabin,0,0,1,1
1,candidate,0,0,1,1
1,candlestick,1,0,0,1
1,canvasback,0,0,1,1
1,carnage,0,0,1,1
1,cave,0,0,1,1
1,certify,1,0,0,1
1,chinaman,0,0,1,1
1,chinch,0,0,1,1
1,coat,0,0,1,1
1,columbian,0,0,1,1
1,compare,0,0,1,1
1,competent,0,0,1,1
1,comprehend,0,0,1,1
1,congo,0,0,1,1
1,conscience,0,0,1,1
1,conservative,0,0,1,1
1,contest,0,0,1,1
1,correlation,1,0,0,1
1,crazy,0,0,1,1
1,curiosity,0,0,1,1
1,davis,0,0,1,1
1,deadliness,0,0,1,1
1,devilish,0,0,1,1
1,disgraceful,0,0,1,1
1,display,0,0,1,1
1,dispute,0,0,1,1
1,dow,1,0,0,1
1,e.h,0,0,1,1
1,eliminate,0,0,1,1
1,enthusiastic,0,0,1,1
1,episode,0,0,1,1
1,euro,1,0,0,1
1,exclusively,0,0,1,1
1,explain,0,0,1,1
1,exportation,0,0,1,1
1,extravagant,0,0,1,1
1,farewell,0,0,1,1
1,father,0,0,1,1
1,favourite,0,0,1,1
1,fever,0,0,1,1
1,flycatcher,0,0,1,1
1,garceros,0,0,1,1
1,grandson,0,0,1,1
1,guest,0,0,1,1
1,hatch,0,0,1,1
1,hawaiian,0,0,1,1
1,headquarter,0,0,1,1
1,height,0,0,1,1
1,helpless,0,0,1,1
1,hopeless,0,0,1,1
1,humane,0,0,1,1
1,i,0,0,1,1
1,ignorance,0,0,1,1
1,immature,0,0,1,1
1,impend,0,0,1,1
1,implementation,0,1,0,1
1,importation,0,0,1,1
1,impress,0,0,1,1
1,invite,0,0,1,1
1,kadiak,0,0,1,1
1,kingfisher,0,0,1,1
1,klamath,0,0,1,1
1,kudu,0,0,1,1
1,liable,0,0,1,1
1,libor,1,0,0,1
1,lifeless,0,0,1,1
1,liquidation,1,0,0,1
1,loader,0,0,1,1
1,lobatus,0,0,1,1
1,lobipes,0,0,1,1
1,locally,0,0,1,1
1,lodge,0,0,1,1
1,lore,0,0,1,1
1,louse,0,0,1,1
1,milliner,0,0,1,1
1,mineral,0,0,1,1
1,miscellaneous,0,0,1,1
1,mole,0,0,1,1
1,negotiable,1,0,0,1
1,neighbourhood,0,0,1,1
1,occasionally,0,0,1,1
1,originally,0,0,1,1
1,overnight,1,0,0,1
1,oxyechus,0,0,1,1
1,painfully,0,0,1,1
1,pallas,0,0,1,1
1,parrot,0,0,1,1
1,peculiar,0,0,1,1
1,pierce,0,0,1,1
1,pitiful,0,0,1,1
1,pool,1,0,0,1
1,port,0,0,1,1
1,prolific,0,0,1,1
1,propagation,0,0,1,1
1,punt,0,0,1,1
1,quagga,0,0,1,1
1,random,1,0,0,1
1,recession,1,0,0,1
1,relentless,0,0,1,1
1,renewable,1,0,0,1
1,reproduce,0,0,1,1
1,reptile,0,0,1,1
1,residual,1,0,0,1
1,rigidly,0,0,1,1
1,role,0,1,0,1
1,rothschild,0,0,1,1
1,ruin,0,0,1,1
1,ruthlessly,0,0,1,1
1,sacrifice,0,0,1,1
1,satisfaction,0,0,1,1
1,satisfactory,0,0,1,1
1,scene,0,0,1,1
1,seattle,0,0,1,1
1,seldom,0,0,1,1
1,senate,0,0,1,1
1,shamble,0,0,1,1
1,songbird,0,0,1,1
1,spell,0,0,1,1
1,steady,0,0,1,1
1,steamer,0,0,1,1
1,stevenson,0,0,1,1
1,storm,0,0,1,1
1,strive,0,0,1,1
1,supreme,0,0,1,1
1,suspend,0,0,1,1
1,sweet,0,0,1,1
1,switzerland,0,0,1,1
1,sympathy,0,0,1,1
1,telephone,0,0,1,1
1,tenancy,1,0,0,1
1,theorem,1,0,0,1
1,thrift,1,0,0,1
1,tide,0,0,1,1
1,tier,1,0,0,1
1,titmouse,0,0,1,1
1,torch,0,0,1,1
1,trivial,0,0,1,1
1,tropic,0,0,1,1
1,trunk,0,0,1,1
1,tusk,0,0,1,1
1,unfit,0,0,1,1
1,vain,0,0,1,1
1,vermin,0,0,1,1
1,vicinity,0,0,1,1
1,vociferus,0,0,1,1
1,wapiti,0,0,1,1
1,warranty,1,0,0,1
1,waterton,0,0,1,1
1,we,0,0,1,1
1,widow,1,0,0,1
1,willis,0,0,1,1
1,yesterday,0,0,1,1
1,a.o.u,0,0,1,1
1,abide,0,0,1,1
1,absent,0,0,1,1
1,acknowledge,0,1,0,1
1,acquaint,0,0,1,1
1,adirondack,0,0,1,1
1,alden,0,0,1,1
1,americanus,0,0,1,1
1,analyst,1,0,0,1
1,annihilate,0,0,1,1
1,annum,0,0,1,1
1,antitrust,1,0,0,1
1,anxious,0,0,1,1
1,apiece,0,0,1,1
1,approximately,0,0,1,1
1,arid,0,0,1,1
1,arrangement,1,0,0,1
1,array,0,0,1,1
1,arrival,0,0,1,1
1,as,0,0,1,1
1,asian,1,0,0,1
1,assist,0,0,1,1
1,avail,0,0,1,1
1,avare,0,0,1,1
1,bairdi,0,0,1,1
1,bale,0,0,1,1
1,bang,0,0,1,1
1,bartramian,0,0,1,1
1,basel,1,0,0,1
1,beat,0,0,1,1
1,bench,0,0,1,1
1,bestow,0,0,1,1
1,bias,1,0,0,1
1,bishop,0,0,1,1
1,blair,0,0,1,1
1,blauvelt,0,0,1,1
1,brewster,0,0,1,1
1,bright,0,0,1,1
1,builder,0,0,1,1
1,bunch,0,0,1,1
1,bustard,0,0,1,1
1,butler,0,0,1,1
1,c.f,0,0,1,1
1,c.s,0,0,1,1
1,camera,0,0,1,1
1,canoe,0,0,1,1
1,carnegie,0,0,1,1
1,cast,0,0,1,1
1,cereal,0,0,1,1
1,cervus,0,0,1,1
1,chapman,0,0,1,1
1,cleveland,0,0,1,1
1,coefficient,1,0,0,1
1,collateral,1,0,0,1
1,commendable,0,0,1,1
1,comparison,0,0,1,1
1,competitive,1,0,0,1
1,complaint,0,0,1,1
1,composite,1,0,0,1
1,condemn,0,0,1,1
1,conrad,0,0,1,1
1,consent,0,0,1,1
1,context,0,1,0,1
1,conviction,0,0,1,1
1,countless,0,0,1,1
1,creditor,1,0,0,1
1,creeper,0,0,1,1
1,crest,0,0,1,1
1,cryptocurrency,1,0,0,1
1,cultivate,0,0,1,1
1,cultural,0,1,0,1
1,cunning,0,0,1,1
1,cure,0,0,1,1
1,debit,1,0,0,1
1,decency,0,0,1,1
1,decidedly,0,0,1,1
1,deeply,0,0,1,1
1,delightful,0,0,1,1
1,deprive,0,0,1,1
1,destitute,0,0,1,1
1,detriment,0,0,1,1
1,dig,0,0,1,1
1,dine,0,0,1,1
1,discretionary,1,0,0,1
1,disposal,0,0,1,1
1,dispose,0,0,1,1
1,distant,0,0,1,1
1,dix,0,0,1,1
1,doe,0,0,1,1
1,dryobates,0,0,1,1
1,dynamite,0,0,1,1
1,each,0,0,1,1
1,elaborate,0,0,1,1
1,enclose,0,0,1,1
1,engine,0,0,1,1
1,epicure,0,0,1,1
1,epidemic,0,0,1,1
1,equip,0,0,1,1
1,eternal,0,0,1,1
1,ethnicity,0,1,0,1
1,evans,0,0,1,1
1,evidently,0,0,1,1
1,evolution,0,0,1,1
1,exhaust,0,0,1,1
1,exhibition,0,0,1,1
1,extensive,0,0,1,1
1,fatally,0,0,1,1
1,fault,0,0,1,1
1,fearfully,0,0,1,1
1,fighter,0,0,1,1
1,foe,0,0,1,1
1,forage,0,0,1,1
1,foreclosure,1,0,0,1
1,foreigner,0,0,1,1
1,fort,0,0,1,1
1,frame,0,0,1,1
1,frantically,0,0,1,1
1,frederick,0,0,1,1
1,frontiersman,0,0,1,1
1,gallant,0,0,1,1
1,galore,0,0,1,1
1,gear,1,0,0,1
1,generous,0,0,1,1
1,glance,0,0,1,1
1,gloomy,0,0,1,1
1,gradually,0,0,1,1
1,graduate,1,0,0,1
1,gravel,0,0,1,1
1,grinnell,0,0,1,1
1,griseus,0,0,1,1
1,guanaco,0,0,1,1
1,guilty,0,0,1,1
1,hale,0,0,1,1
1,handsome,0,0,1,1
1,hartebeest,0,0,1,1
1,have,0,0,1,1
1,havoc,0,0,1,1
1,heed,0,0,1,1
1,himalayas,0,0,1,1
1,honolulu,0,0,1,1
1,hoof,0,0,1,1
1,horrible,0,0,1,1
1,horror,0,0,1,1
1,hotel,0,0,1,1
1,hunting,0,0,1,1
1,inadequate,0,0,1,1
1,incremental,1,0,0,1
1,indifferent,0,0,1,1
1,indirect,1,0,0,1
1,inevitable,0,0,1,1
1,infection,0,0,1,1
1,insider,1,0,0,1
1,insist,0,0,1,1
1,instant,0,0,1,1
1,intense,0,0,1,1
1,interoperability,0,1,0,1
1,invade,0,0,1,1
1,investigate,0,0,1,1
1,jasper,0,0,1,1
1,joke,0,0,1,1
1,joy,0,0,1,1
1,keynesian,1,0,0,1
1,knot,0,0,1,1
1,know,0,0,1,1
1,lamb,0,0,1,1
1,lambay,0,0,1,1
1,laugh,0,0,1,1
1,lawn,0,0,1,1
1,ledger,1,0,0,1
1,lessen,0,0,1,1
1,lesser,0,0,1,1
1,limb,0,0,1,1
1,loose,0,0,1,1
1,lyre,0,0,1,1
1,maculata,0,0,1,1
1,mate,0,0,1,1
1,mcatee,0,0,1,1
1,meal,0,0,1,1
1,military,0,0,1,1
1,milwaukee,0,0,1,1
1,mislead,0,0,1,1
1,mitchell,0,0,1,1
1,molest,0,0,1,1
1,neutrality,1,0,0,1
1,niagara,0,0,1,1
1,nigh,0,0,1,1
1,observer,0,0,1,1
1,obstinately,0,0,1,1
1,operationalization,0,1,0,1
1,operative,0,0,1,1
1,osprey,0,0,1,1
1,ottawa,0,0,1,1
1,outline,0,1,0,1
1,outrageous,0,0,1,1
1,pa,0,0,1,1
1,pan,0,0,1,1
1,pareto,1,0,0,1
1,permission,0,0,1,1
1,picturesque,0,0,1,1
1,pipit,0,0,1,1
1,pity,0,0,1,1
1,planter,0,0,1,1
1,porcupine,0,0,1,1
1,praise,0,0,1,1
1,predict,0,0,1,1
1,prediction,0,0,1,1
1,prevention,0,0,1,1
1,primitive,0,0,1,1
1,proclamation,0,0,1,1
1,profound,0,0,1,1
1,provincial,0,0,1,1
1,raid,0,0,1,1
1,rake,0,0,1,1
1,rangoon,0,0,1,1
1,rarely,0,0,1,1
1,ray,0,0,1,1
1,reckless,0,0,1,1
1,redhead,0,0,1,1
1,refinance,1,0,0,1
1,regression,1,0,0,1
1,reinvestment,1,0,0,1
1,relieve,0,0,1,1
1,remainder,0,0,1,1
1,remark,0,0,1,1
1,remington,0,0,1,1
1,replacement,1,0,0,1
1,reproducibility,0,1,0,1
1,resemble,0,0,1,1
1,resolutely,0,0,1,1
1,rinderpest,0,0,1,1
1,roar,0,0,1,1
1,roccolos,0,0,1,1
1,rockies,0,0,1,1
1,saddle,0,0,1,1
1,safely,0,0,1,1
1,samuel,0,0,1,1
1,scholarly,0,1,0,1
1,scrutiny,0,1,0,1
1,shade,0,0,1,1
1,shortcoming,0,0,1,1
1,shorten,0,0,1,1
1,shrew,0,0,1,1
1,shut,0,0,1,1
1,six,0,0,1,1
1,skull,0,0,1,1
1,slow,0,0,1,1
1,socio,0,1,0,1
1,sorrow,0,0,1,1
1,southwest,0,0,1,1
1,spare,0,0,1,1
1,specialty,0,0,1,1
1,specification,0,1,0,1
1,sphere,0,0,1,1
1,spoil,0,0,1,1
1,spruce,0,0,1,1
1,stevens,0,0,1,1
1,subscribe,0,0,1,1
1,substitution,1,0,0,1
1,suggestion,0,0,1,1
1,swarm,0,0,1,1
1,swaziland,0,0,1,1
1,swear,0,0,1,1
1,swiftly,0,0,1,1
1,systematically,0,0,1,1
1,tangle,0,0,1,1
1,tasmanian,0,0,1,1
1,teem,0,0,1,1
1,telegraph,0,0,1,1
1,temperate,0,0,1,1
1,tend,0,0,1,1
1,termination,1,0,0,1
1,terror,0,0,1,1
1,theodore,0,0,1,1
1,thetis,0,0,1,1
1,timid,0,0,1,1
1,toll,0,0,1,1
1,tongue,0,0,1,1
1,too,0,0,1,1
1,tooth,0,0,1,1
1,toucan,0,0,1,1
1,trait,0,0,1,1
1,transparent,0,1,0,1
1,truthfulness,0,0,1,1
1,unearned,1,0,0,1
1,unsecured,1,0,0,1
1,unwritten,0,0,1,1
1,upside,1,0,0,1
1,venezuelan,0,0,1,1
1,venice,0,0,1,1
1,viewpoint,0,0,1,1
1,vigorously,0,0,1,1
1,village,0,0,1,1
1,vincent,0,0,1,1
1,vo,0,0,1,1
1,w.a,0,0,1,1
1,w.t.h,0,0,1,1
1,wale,0,0,1,1
1,wander,0,0,1,1
1,wasteful,0,0,1,1
1,westward,0,0,1,1
1,wheel,0,0,1,1
1,willet,0,0,1,1
1,windfall,1,0,0,1
1,withhold,1,0,0,1
1,wonderfully,0,0,1,1
1,wonderland,0,0,1,1
1,wrap,1,0,0,1
1,yearling,0,0,1,1
1,your,0,0,1,1
1,absurdity,0,0,1,1
1,accordance,0,1,0,1
1,accredit,1,0,0,1
1,accrual,1,0,0,1
1,accuse,0,0,1,1
1,adequately,0,0,1,1
1,adjoin,0,0,1,1
1,adorn,0,0,1,1
1,adventure,0,0,1,1
1,affiliate,1,0,0,1
1,alexandria,0,0,1,1
1,alight,0,0,1,1
1,always,0,0,1,1
1,ambition,0,0,1,1
1,amortise,1,0,0,1
1,amply,0,0,1,1
1,andes,0,0,1,1
1,annualised,1,0,0,1
1,anthony,0,0,1,1
1,antonio,0,0,1,1
1,appraisal,1,0,0,1
1,approval,0,0,1,1
1,archive,0,1,0,1
1,ardent,0,0,1,1
1,argus,0,0,1,1
1,art,0,0,1,1
1,athabasca,0,0,1,1
1,aught,0,0,1,1
1,await,0,0,1,1
1,bamboo,0,0,1,1
1,banker,1,0,0,1
1,bark,0,0,1,1
1,barnyard,0,0,1,1
1,bartramia,0,0,1,1
1,bass,0,0,1,1
1,bean,0,0,1,1
1,bedford,0,0,1,1
1,beloved,0,0,1,1
1,benchmark,1,0,0,1
1,bering,0,0,1,1
1,bewilder,0,0,1,1
1,birdless,0,0,1,1
1,birds,0,0,1,1
1,bite,0,0,1,1
1,blaubok,0,0,1,1
1,blow,0,0,1,1
1,bongo,0,0,1,1
1,bontebok,0,0,1,1
1,bradley,0,0,1,1
1,brake,0,0,1,1
1,brave,0,0,1,1
1,brilliant,0,0,1,1
1,brokerage,1,0,0,1
1,brooklyn,0,0,1,1
1,bud,0,0,1,1
1,c.b,0,0,1,1
1,c.j,0,0,1,1
1,c.m,0,0,1,1
1,cancel,1,0,0,1
1,capt,0,0,1,1
1,careless,0,0,1,1
1,carolinas,0,0,1,1
1,castle,0,0,1,1
1,catalina,0,0,1,1
1,chaffinch,0,0,1,1
1,charm,0,0,1,1
1,choke,0,0,1,1
1,christian,0,0,1,1
1,classical,1,0,0,1
1,clergy,0,0,1,1
1,clerk,0,0,1,1
1,coal,0,0,1,1
1,column,0,0,1,1
1,commander,0,0,1,1
1,commercially,0,0,1,1
1,companionable,0,0,1,1
1,compliance,1,0,0,1
1,comrade,0,0,1,1
1,concrete,0,0,1,1
1,confidently,0,0,1,1
1,confirm,0,0,1,1
1,conn,0,0,1,1
1,convenience,0,0,1,1
1,cooper,0,0,1,1
1,coot,0,0,1,1
1,cougar,0,0,1,1
1,could,0,0,1,1
1,courage,0,0,1,1
1,crater,0,0,1,1
1,craze,0,0,1,1
1,cripple,0,0,1,1
1,cum,1,0,0,1
1,curation,0,1,0,1
1,dalton,0,0,1,1
1,debtor,1,0,0,1
1,decimate,0,0,1,1
1,deductible,1,0,0,1
1,deflation,1,0,0,1
1,denounce,0,0,1,1
1,denude,0,0,1,1
1,denver,0,0,1,1
1,depositary,1,0,0,1
1,depression,1,0,0,1
1,desirability,0,0,1,1
1,desperate,0,0,1,1
1,destine,0,0,1,1
1,detrimental,0,0,1,1
1,devil,0,0,1,1
1,diet,0,0,1,1
1,dillon,0,0,1,1
1,disagreeable,0,0,1,1
1,discard,0,0,1,1
1,disgust,0,0,1,1
1,diversification,1,0,0,1
1,dodo,0,0,1,1
1,does,0,0,1,1
1,doji,1,0,0,1
1,doubtless,0,0,1,1
1,drug,1,0,0,1
1,duke,0,0,1,1
1,duly,0,0,1,1
1,dyche,0,0,1,1
1,earthly,0,0,1,1
1,ease,1,0,0,1
1,eaton,0,0,1,1
1,edible,0,0,1,1
1,egyptian,0,0,1,1
1,em,0,0,1,1
1,emu,0,0,1,1
1,en,0,0,1,1
1,encounter,0,0,1,1
1,enjoyment,0,0,1,1
1,equality,0,1,0,1
1,equatorial,0,0,1,1
1,erasmus,0,0,1,1
1,escrow,1,0,0,1
1,evident,0,0,1,1
1,exceptional,0,0,1,1
1,excessive,0,0,1,1
1,exclusion,1,0,0,1
1,exhortation,0,0,1,1
1,exponential,1,0,0,1
1,exterminated,0,0,1,1
1,exterminator,0,0,1,1
1,externality,1,0,0,1
1,faithful,0,0,1,1
1,false,0,0,1,1
1,favourable,0,0,1,1
1,fellow,0,0,1,1
1,ferret,0,0,1,1
1,figgis,0,0,1,1
1,finger,0,0,1,1
1,fishery,0,0,1,1
1,five,0,0,1,1
1,flash,0,0,1,1
1,format,0,1,0,1
1,fortunate,0,0,1,1
1,franklin,0,0,1,1
1,fred,0,0,1,1
1,fry,0,0,1,1
1,fullerton,0,0,1,1
1,fun,0,0,1,1
1,g.h,0,0,1,1
1,glorious,0,0,1,1
1,go,0,0,1,1
1,goldfinch,0,0,1,1
1,gopher,0,0,1,1
1,grantor,1,0,0,1
1,grassy,0,0,1,1
1,gratitude,0,0,1,1
1,grisol,0,0,1,1
1,guadalupe,0,0,1,1
1,guy,0,0,1,1
1,h.w,0,0,1,1
1,hagenbeck,0,0,1,1
1,hairy,0,0,1,1
1,hankow,0,0,1,1
1,hare,0,0,1,1
1,harmony,0,0,1,1
1,harvey,0,0,1,1
1,haystack,0,0,1,1
1,hazard,1,0,0,1
1,he,0,0,1,1
1,headline,1,0,0,1
1,hearsay,0,0,1,1
1,hearted,0,0,1,1
1,heartily,0,0,1,1
1,heartless,0,0,1,1
1,heel,0,0,1,1
1,heretofore,0,0,1,1
1,herewith,0,0,1,1
1,hesitate,0,0,1,1
1,himalayan,0,0,1,1
1,himantopus,0,0,1,1
1,homeowner,1,0,0,1
1,homer,0,0,1,1
1,hough,0,0,1,1
1,hudson,0,0,1,1
1,humphrey,0,0,1,1
1,hurt,0,0,1,1
1,if,0,0,1,1
1,ike,0,0,1,1
1,imminent,0,0,1,1
1,immunity,0,0,1,1
1,imperatively,0,0,1,1
1,impeyans,0,0,1,1
1,imprisonment,0,0,1,1
1,incapable,0,0,1,1
1,incident,0,0,1,1
1,indemnity,1,0,0,1
1,infest,0,0,1,1
1,inland,0,0,1,1
1,inlet,0,0,1,1
1,insignificant,0,0,1,1
1,interim,1,0,0,1
1,interoperable,0,1,0,1
1,intestinal,0,0,1,1
1,intolerable,0,0,1,1
1,invoice,1,0,0,1
1,is,0,0,1,1
1,isolate,0,0,1,1
1,issuer,1,0,0,1
1,j.c,0,0,1,1
1,j.m,0,0,1,1
1,jabiru,0,0,1,1
1,jacobs,0,0,1,1
1,jamaica,0,0,1,1
1,kuruman,0,0,1,1
1,l.t,0,0,1,1
1,lade,1,0,0,1
1,lieut,0,0,1,1
1,lincoln,0,0,1,1
1,longicauda,0,0,1,1
1,lord,0,0,1,1
1,luis,0,0,1,1
1,lumbermen,0,0,1,1
1,m.b,0,0,1,1
1,macro,1,0,0,1
1,macroeconomics,1,0,0,1
1,macrorhamphus,0,0,1,1
1,mafeking,0,0,1,1
1,mail,0,0,1,1
1,marble,0,0,1,1
1,marginalise,0,1,0,1
1,marlatt,0,0,1,1
1,marlin,0,0,1,1
1,mary,0,0,1,1
1,masse,0,0,1,1
1,materially,0,0,1,1
1,mayor,0,0,1,1
1,membership,0,0,1,1
1,menace,0,0,1,1
1,merciless,0,0,1,1
1,microeconomics,1,0,0,1
1,mock,0,0,1,1
1,mockingbird,0,0,1,1
1,motorist,1,0,0,1
1,murderous,0,0,1,1
1,must,0,0,1,1
1,nationality,0,1,0,1
1,nerve,0,0,1,1
1,northeastern,0,0,1,1
1,now,0,0,1,1
1,obscure,0,0,1,1
1,observance,0,0,1,1
1,occasional,0,0,1,1
1,oligopoly,1,0,0,1
1,on,0,0,1,1
1,only,0,0,1,1
1,oreg,0,0,1,1
1,organisational,1,0,0,1
1,oribi,0,0,1,1
1,otc,1,0,0,1
